Accession_number,Record_number,JCB_call_number,Image_title,Creator1,Creator1_dates,Creator1_role,Creator2,Creator2_dates,Creator2_role,Creator3,Creator3_dates,Creator3_role,Place_image_published,Image_publisher,Image_date,Languages,Description,Source_creator,Source_Title,Source_place_of_publication,Source_publisher,Source_date,notes,Time_Period,References,References_exhibitions,Provenance_Donor,Commentary,SubjectArea1,SubjectArea2,SubjectArea3,SubjectArea4,SubjectHeadings1,SubjectHeadings2,SubjectHeadings3,SubjectHeadings4,SubjectHeadings5,SubjectHeadings6,SubjectHeadings7,SubjectHeadings8
3816,03816-003,B691 S687hp / 1-SIZE,Riviere de Panuco autrement Rio de Canoas,,,,,,,,,,Paris,Robert Pepie,1691,French,European ships fire guns at native Americans in boats.,"Solís, Antonio de, 1610-1686",[Historia de la conquista de Mexico. French] Histoire de la conquête du Mexique ou de la Nouvelle Espagne,Paris,"Chez Robert Pepie, ruë Saint Jacques, à l'Image S. Basile, au dessus de la Fontaine S. Severin",1691,"Juan de Grijalva sailed from Santiago de Cuba in April 1518 to explore the shores of Mexico. He sailed along the northern coast of Cuba, landing at Bahía de la Ascensión on the Yucatan. He then traveled north along the Mexican coast, reaching his most northerly point at Rio Pánuco. There the Spanish ships were attacked by native Americans in canoes.",1651-1700,"Cf. Kagan, R.L. Urban Images of the Hispanic World, Fig. 4.24, p. 92-93",,Acquired in 1868.,,"Artifacts, industry, and human activities",,,,"Mexico--History--Conquest, 1519-1540",,,,,,,
15081,15081-1,Ba693 R763l,"La idolatria de los Indios de Naçion Aruacos, que habita en las Sierras de S. Martha; destruida, por un Religiosso Del Orden de S. Augustin de la Prouincia de Lima el ano de [16]91 ...",,,,,,,,,,Milan,Marcos Antonio Pandulso Malatesta,1693,Spanish,"Two native Americans worship in a temple before an altar with religious objects. Holding war clubs and trumpets, they offer European military equipment such as a drum and armor.","Romero, Francisco, b. 1659?",Llanto sagrado de la America Meridional ...,Milan,por Marcos Antonio Pandulso Malatesta,1693,This book relates the visit of the Augustinian missionary to the Sierra Nevada de Santa Martha in Colombia in 1691 and the subsequent destruction of many native American temples and idols.,1651-1700,,,,Susan_Danforth@brown.edu,"Artifacts, industry, and human activities",Indigenous peoples,,,Indians of South America--Rites and ceremonies,,,,,,,
2579,02579-1,D693 G133n,[Native Americans offer gifts to Thomas Gage],,,,,,,,,,Leipzig,Johann Herbordt Kloss,1693,,"Native Americans and a European present offerings to a monk. Includes their offerings of bowl, animal skin, sugar canes, and a frog or toad whose blood is collected in a vessel. In the background a volcano erupts, and a llama carries a burden up a hill. Also includes a battle between a lion and a bear, as well as a feathered headdress and garment.","Gage, Thomas, 1603?-1656",[English-American his travail by sea and land. German] Neue merckwürdige Reise-Beschreibung nach Neu Spanien ...,Leipzig,Verlegts Johann Herbordt Kloss Buchhändl.,1693,"Thomas Gage, an English Dominican friar, reported that the Pokoman Maya of Guatemala added poisonous toads to their fermented ritual drink called chicha to give it a special potency. The skin glands of the cane toad, Bufo marinus, contains bufotenine, a psychotropic drug.",1651-1700,http://www.sunrisedancer.com/radicalreader/library/hallucogensandculture/hallucogensandculture14.asp (June 2005),,Acquired in 1851.,,"Artifacts, industry, and human activities",Flora and fauna,Indigenous peoples,,Indians of Central America--Guatemala,,,,,,,
6064,06064-1,BA694 F632i / 1-SIZE,[Title page],Mich. Guer,,Inve. & Sculp.,,,,,,,Mexico,Juan Joseph Guillena Carrascoso,1694,Spanish,"Three Jesuit priests kneel in clouds surrounded by angels above kneeling native Americans in feathered headdresses. Also includes skulls and inset map of part of North and South America with California, Mexico, Cuba, Peru, and Cartagena labeled.","Florencia, Francisco de, 1620-1695",Historia de la provincia de la Campañia de Jesus de Nueva-España ... Tomo primero,Mexico,Por Juan Joseph Guillena Carrascoso,1694,"Florencia was appointed procurator for the Jesuit province of Mexico, managed the provinces of his order in the Indies from Madrid, Seville, and Rome, but returned to Mexico in 1680. He wrote only the first volume of the Historia; the work was finished by Francisco Javier Alegre.",1651-1700,,,Acquired before 1900.,,"Geography, maps, city views and plans",Indigenous peoples,,,Jesuits--Mexico,,,,,,,
03687B,03687B-1,D694 G133n vol. 2,Guatimala,,,,,,,,,,Amsterdam,Paul Marret,1694,,Volcanic eruption in Guatemala. Built environment includes view of town dwellings. Human activity includes ox carts driven by native Americans. Also includes waterfalls.,"Gage, Thomas, 1603?-1656","[New survey of the West Indies. French] Nouvelle relation, contenant les Voyages de Thomas Gage dans la Nouvelle Espagne, ...",Amsterdam,"Chez Paul Marret, Marchand Libraire dans le Beurs-straat.",1694,,1651-1700,,,Acquired before 1866.,Susan_Danforth@brown.edu,"Geography, maps, city views and plans",Indigenous peoples,,,Volcanoes--Guatemala,,,,,,,
80-241,80-241-1,BA696 O35o,[Portrait of Sebastián de Aparicio],I. Blandaou,,Scul.,,,,,,,Rome,Camera Apostolica,1696,Latin,"A native American woman with a feathered headdress holding a book kneels before a portrait of Sebastián de Aparicio. Aparicio is flanked by angels, one with the [Pignatelli] coat of arms [family arms of Pope Innocent XII], the other with the royal Spanish coat of arms. Also includes another image of Sebastián de Aparicio emerging from a lily holding a rosary. He is surrounded by his symbols of an ox and oxcart. Also includes the symbol of Mexico, an eagle holding a snake in its beak resting on a cactus, papal keys and crown, a settlement with churches, ship, crown, horse, cornucopia, and armadillo [?].","Ogramic Olovcic, Nikola, 1630-1700","Opusculum vitae, virtutum, et miraculorum ven. serui Dei Fr. Sebastiani ab Apparitio ordinis min. de obseruantia laici professi prouinciae mexicanae ...",Rome,Ex Officina Reverendae Camerae Apostolicae,1696,"Born in Spain, Sebastián de Aparicio traveled to Mexico where he made a substantial fortune building roads and the carriages or carts to carry goods on the roads. At age 70, he joined the Franciscan order and was known as the Angel of Mexico. He was beatified in 1787. The eagle perched on a cactus was a sign to the wandering Mexica or Aztec tribe of the site where they were to build their city of Tenochtitlan, now Mexico City.",1651-1700,,,Acquired in 1980.,,"Artifacts, industry, and human activities",Indigenous peoples,Portraits,,"Aparicio, Sebastián de, 1502-1600",Emblems--America,Emblems--Mexico,,,,,
88-43,88-43-11,J696 Z98t / 2-SIZE,[right] Peruanische Stechwinde. Salsaparilla.,,,,,,,,,,Basel,Jacob Bertsche,1696,,"[right] Branch, roots, leaves, and flowers of the sarsaparilla plant.","Zwinger, Theodor, 1658-1724","Theatrum botanicum, das ist: Neu vollkommenes Kräuter-Buch, worinnen allerhand Erdgewächse der Bäumen, Stauden und Kraütern, welche in allen vier Theilen der Welt, sonderlich aber in Europa herfür kommen ...",Basel,gedruckt und verlegt durch Jacob Bertsche,1696,"Monardes records that sarsaparilla was brought to Seville from New Spain around 1536-1545. John Gerard, about the close of the 16th century, noted that it was imported into England from Peru in large quantities. The best-known medicinal form was known as Jamaica sarsaparilla. This plant is part of the genus Smilax which is indigenous to Central America, Mexico, and Peru.Authorship according to British Museum (Natural History): This is based on Verzascha's edition of Pier Andrea Mattioli's ""De Plantis Epitome utilissima..."" from Verona, 1586, but so much altered and extended as practically to constitute a new work. Illustrated with about 1200 annotated woodcuts in the text by Gesner/ Camerarius (Iochino Camerario) originally used by Mattioli. Gesner had been preparing material for a massive historia plantarum but died before finishing the task. Camerarius acquired the material, utilized the woodcuts and supplemented them with his own designs. The woodcuts are remarkable in their scientific detail especially in the enlarged depictions of floral structure, seeds, and fruit. First appearing in 1586, these woodcuts became a convention in scientific botanical illustration. Zwinger was professor of physics and botany at Basel.",1651-1700,http://vialibri.net/552display/year_1696_07.html; http://www.1911encyclopedia.org/Sarsaparilla (Aug. 2007),,Acquired in 1987.,,Flora and fauna,,,,Smilax,Sarsaparilla,Natural history--Central America,Natural history--South America,Medicinal plants--South America,Medicinal plants--Central America,Botany--Central America,Botany--South America
88-43,88-43-12,J696 Z98t / 2-SIZE,[right] Indianische Zaunruben oder Mechoacana. Mechoacana.,,,,,,,,,,Basel,Jacob Bertsche,1696,,"[right] Vine, leaves, and tuber of a kind of convolvulus.","Zwinger, Theodor, 1658-1724","Theatrum botanicum, das ist: Neu vollkommenes Kräuter-Buch, worinnen allerhand Erdgewächse der Bäumen, Stauden und Kraütern, welche in allen vier Theilen der Welt, sonderlich aber in Europa herfür kommen ...",Basel,gedruckt und verlegt durch Jacob Bertsche,1696,"This plant, a type of convolvulus, may be one known as Ipomoea jalapa, Bryonia mechoacana nigricans, Convolvulus mechoacana, or Ipomoea purga. The last is a well-known cathartic drug found in Vera Cruz, Mexico.Authorship according to British Museum (Natural History): This is based on Verzascha's edition of Pier Andrea Mattioli's ""De Plantis Epitome utilissima..."" from Verona, 1586, but so much altered and extended as practically to constitute a new work. Illustrated with about 1200 annotated woodcuts in the text by Gesner/ Camerarius (Iochino Camerario) originally used by Mattioli. Gesner had been preparing material for a massive historia plantarum but died before finishing the task. Camerarius acquired the material, utilized the woodcuts and supplemented them with his own designs. The woodcuts are remarkable in their scientific detail especially in the enlarged depictions of floral structure, seeds, and fruit. First appearing in 1586, these woodcuts became a convention in scientific botanical illustration. Zwinger was professor of physics and botany at Basel.",1651-1700,http://vialibri.net/552display/year_1696_07.html; http://www.1911encyclopedia.org/Jalap (Aug. 2007),,Acquired in 1987.,,Flora and fauna,,,,Jalap,Medicinal plants--Mexico,Natural history--Mexico,Bindweeds,Botany--Mexico,,,
88-43,88-43-2,J696 Z98t / 2-SIZE,Mastix=Baum auss Peru / Lentiscus Peruviana.,,,,,,,,,,Basel,Jacob Bertsche,1696,,Branch with berries of the Peruvian peppertree or mastic tree.,"Zwinger, Theodor, 1658-1724","Theatrum botanicum, das ist: Neu vollkommenes Kräuter-Buch, worinnen allerhand Erdgewächse der Bäumen, Stauden und Kraütern, welche in allen vier Theilen der Welt, sonderlich aber in Europa herfür kommen ...",Basel,gedruckt und verlegt durch Jacob Bertsche,1696,"The scientific name of this tree is Schinus molle. It is indigenous to Central and South America and to the tropical parts of North America. All parts of the tree have been used medicinally. It is also known as the Brazilian or California peppertree.Authorship according to British Museum (Natural History): This is based on Verzascha's edition of Pier Andrea Mattioli's ""De Plantis Epitome utilissima..."" from Verona, 1586, but so much altered and extended as practically to constitute a new work. Illustrated with about 1200 annotated woodcuts in the text by Gesner/ Camerarius (Iochino Camerario) originally used by Mattioli. Gesner had been preparing material for a massive historia plantarum but died before finishing the task. Camerarius acquired the material, utilized the woodcuts and supplemented them with his own designs. The woodcuts are remarkable in their scientific detail especially in the enlarged depictions of floral structure, seeds, and fruit. First appearing in 1586, these woodcuts became a convention in scientific botanical illustration. Zwinger was professor of physics and botany at Basel.",1651-1700,http://vialibri.net/552display/year_1696_07.html; http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=28811 (Aug. 2007),,Acquired in 1987.,,Flora and fauna,,,,Schinus,Natural history--Central America,Natural history--South America,Medicinal plants--South America,Medicinal plants--Central America,Botany--Central America,Botany--South America,
88-43,88-43-7,J696 Z98t / 2-SIZE,Kinkinna oder China Chinae.,,,,,,,,,,Basel,Jacob Bertsche,1696,,Cinchona tree or bush in flower.,"Zwinger, Theodor, 1658-1724","Theatrum botanicum, das ist: Neu vollkommenes Kräuter-Buch, worinnen allerhand Erdgewächse der Bäumen, Stauden und Kraütern, welche in allen vier Theilen der Welt, sonderlich aber in Europa herfür kommen ...",Basel,gedruckt und verlegt durch Jacob Bertsche,1696,"Cinchona is native to South America and was named by Linnaeus after the Countess of Chinchon in 1742. Its bark was used in the treatment of malaria. Its usefulness in the treatment of fevers was known by native Americans and is noted here in the text.Authorship according to British Museum (Natural History): This is based on Verzascha's edition of Pier Andrea Mattioli's ""De Plantis Epitome utilissima..."" from Verona, 1586, but so much altered and extended as practically to constitute a new work. Illustrated with about 1200 annotated woodcuts in the text by Gesner/ Camerarius (Iochino Camerario) originally used by Mattioli. Gesner had been preparing material for a massive historia plantarum but died before finishing the task. Camerarius acquired the material, utilized the woodcuts and supplemented them with his own designs. The woodcuts are remarkable in their scientific detail especially in the enlarged depictions of floral structure, seeds, and fruit. First appearing in 1586, these woodcuts became a convention in scientific botanical illustration. Zwinger was professor of physics and botany at Basel.",1651-1700,http://vialibri.net/552display/year_1696_07.html; http://www.siu.edu/~ebl/leaflets/quinine.htm (Aug. 2007),,Acquired in 1987.,,Flora and fauna,,,,Cinchona,Natural history--South America,Medicinal plants--South America,Botany--South America,,,,
88-43,88-43-13,J696 Z98t / 2-SIZE,Indianische feigen. Ficus Indica.,,,,,,,,,,Basel,Jacob Bertsche,1696,,Opuntia cactus cut into its constituent parts which are lettered for identification in key at left.,"Zwinger, Theodor, 1658-1724","Theatrum botanicum, das ist: Neu vollkommenes Kräuter-Buch, worinnen allerhand Erdgewächse der Bäumen, Stauden und Kraütern, welche in allen vier Theilen der Welt, sonderlich aber in Europa herfür kommen ...",Basel,gedruckt und verlegt durch Jacob Bertsche,1696,"The scientific name of this plant is Opuntia ficus-indica; it is also known as Barbary fig. It is a host plant for cochineal insects; its fruit, called the cactus fig, Indian fig, or tuna, is a source of food. This cactus is native to Mexico and spread to the Caribbean islands.Authorship according to British Museum (Natural History): This is based on Verzascha's edition of Pier Andrea Mattioli's ""De Plantis Epitome utilissima..."" from Verona, 1586, but so much altered and extended as practically to constitute a new work. Illustrated with about 1200 annotated woodcuts in the text by Gesner/ Camerarius (Iochino Camerario) originally used by Mattioli. Gesner had been preparing material for a massive historia plantarum but died before finishing the task. Camerarius acquired the material, utilized the woodcuts and supplemented them with his own designs. The woodcuts are remarkable in their scientific detail especially in the enlarged depictions of floral structure, seeds, and fruit. First appearing in 1586, these woodcuts became a convention in scientific botanical illustration. Zwinger was professor of physics and botany at Basel.",1651-1700,http://vialibri.net/552display/year_1696_07.html; http://plants.usda.gov/java/profile?symbol=OPFI (Aug. 2007),,Acquired in 1987.,,Flora and fauna,,,,Opuntia ficus-indica,Medicinal plants--Mexico,Natural history--Mexico,Botany--Mexico,,,,
88-43,88-43-16,J696 Z98t / 2-SIZE,[lower right] Balsam=baum. Arbor Balsamifera Peruviana.,,,,,,,,,,Basel,Jacob Bertsche,1696,,"[lower right] Branch of the Peruvian balsam tree with its flowers. Includes details of its roots, leaf, and legume.","Zwinger, Theodor, 1658-1724","Theatrum botanicum, das ist: Neu vollkommenes Kräuter-Buch, worinnen allerhand Erdgewächse der Bäumen, Stauden und Kraütern, welche in allen vier Theilen der Welt, sonderlich aber in Europa herfür kommen ...",Basel,gedruckt und verlegt durch Jacob Bertsche,1696,"The scientific name for Peruvian balsam is Myroxylon pereirae or perhaps Myroxylon peruiferum. It was indigenous to Central America and Jamaica.Authorship according to British Museum (Natural History): This is based on Verzascha's edition of Pier Andrea Mattioli's ""De Plantis Epitome utilissima..."" from Verona, 1586, but so much altered and extended as practically to constitute a new work. Illustrated with about 1200 annotated woodcuts in the text by Gesner/ Camerarius (Iochino Camerario) originally used by Mattioli. Gesner had been preparing material for a massive historia plantarum but died before finishing the task. Camerarius acquired the material, utilized the woodcuts and supplemented them with his own designs. The woodcuts are remarkable in their scientific detail especially in the enlarged depictions of floral structure, seeds, and fruit. First appearing in 1586, these woodcuts became a convention in scientific botanical illustration. Zwinger was professor of physics and botany at Basel.",1651-1700,http://vialibri.net/552display/year_1696_07.html; http://www.innvista.com/health/herbs/perubals.htm (Aug. 2007),,Acquired in 1987.,,Flora and fauna,,,,Natural history--Central America,Medicinal plants--Central America,Botany--Central America,,,,,
88-43,88-43-18,J696 Z98t / 2-SIZE,"Indianisch Korn Mays genant. / Frumentum Indicum, Mays dictum.",,,,,,,,,,Basel,Jacob Bertsche,1696,,Corn or maize plant with details of the male flower or tassel and an ear.,"Zwinger, Theodor, 1658-1724","Theatrum botanicum, das ist: Neu vollkommenes Kräuter-Buch, worinnen allerhand Erdgewächse der Bäumen, Stauden und Kraütern, welche in allen vier Theilen der Welt, sonderlich aber in Europa herfür kommen ...",Basel,gedruckt und verlegt durch Jacob Bertsche,1696,"The scientific name for corn is Zea mays. Corn is native to the Americas and may have originated in Mexico. Text notes that the native Americans of Peru made alcoholic drinks from corn.Authorship according to British Museum (Natural History): This is based on Verzascha's edition of Pier Andrea Mattioli's ""De Plantis Epitome utilissima..."" from Verona, 1586, but so much altered and extended as practically to constitute a new work. Illustrated with about 1200 annotated woodcuts in the text by Gesner/ Camerarius (Iochino Camerario) originally used by Mattioli. Gesner had been preparing material for a massive historia plantarum but died before finishing the task. Camerarius acquired the material, utilized the woodcuts and supplemented them with his own designs. The woodcuts are remarkable in their scientific detail especially in the enlarged depictions of floral structure, seeds, and fruit. First appearing in 1586, these woodcuts became a convention in scientific botanical illustration. Zwinger was professor of physics and botany at Basel.",1651-1700,http://vialibri.net/552display/year_1696_07.html (Aug. 2007),,Acquired in 1987.,,Flora and fauna,,,,Corn,Natural history--South America,Medicinal plants--South America,Botany--South America,,,,
88-43,88-43-21,J696 Z98t / 2-SIZE,[lower right] Indianische Zucker=wurtzel. Sisarum Peruvianum.,,,,,,,,,,Basel,Jacob Bertsche,1696,,Sweet potato plant with its leaves and tuber.,"Zwinger, Theodor, 1658-1724","Theatrum botanicum, das ist: Neu vollkommenes Kräuter-Buch, worinnen allerhand Erdgewächse der Bäumen, Stauden und Kraütern, welche in allen vier Theilen der Welt, sonderlich aber in Europa herfür kommen ...",Basel,gedruckt und verlegt durch Jacob Bertsche,1696,"The scientific name for the sweet potato is Ipomoea batatas. It is native to Central and South America.Authorship according to British Museum (Natural History): This is based on Verzascha's edition of Pier Andrea Mattioli's ""De Plantis Epitome utilissima..."" from Verona, 1586, but so much altered and extended as practically to constitute a new work. Illustrated with about 1200 annotated woodcuts in the text by Gesner/ Camerarius (Iochino Camerario) originally used by Mattioli. Gesner had been preparing material for a massive historia plantarum but died before finishing the task. Camerarius acquired the material, utilized the woodcuts and supplemented them with his own designs. The woodcuts are remarkable in their scientific detail especially in the enlarged depictions of floral structure, seeds, and fruit. First appearing in 1586, these woodcuts became a convention in scientific botanical illustration. Zwinger was professor of physics and botany at Basel.",1651-1700,http://vialibri.net/552display/year_1696_07.html; http://www.urbanext.uiuc.edu/veggies/sweetpotato1.html (Aug. 2007),,Acquired in 1987.,,Flora and fauna,,,,Sweet potatoes,Natural history--Central America,Natural history--South America,Medicinal plants--South America,Medicinal plants--Central America,Botany--Central America,Botany--South America,
88-43,88-43-22,J696 Z98t / 2-SIZE,Indianische Kresse. Nasturtium Indicum.,,,,,,,,,,Basel,Jacob Bertsche,1696,,"Nasturtium plant with its leaves, flowers, and roots.","Zwinger, Theodor, 1658-1724","Theatrum botanicum, das ist: Neu vollkommenes Kräuter-Buch, worinnen allerhand Erdgewächse der Bäumen, Stauden und Kraütern, welche in allen vier Theilen der Welt, sonderlich aber in Europa herfür kommen ...",Basel,gedruckt und verlegt durch Jacob Bertsche,1696,"The scientific name for the nasturtium is Tropaeolum majus. Also known as Indian cress, the plant is native to Mexico and South America, especially Bolivia and Colombia.Authorship according to British Museum (Natural History): This is based on Verzascha's edition of Pier Andrea Mattioli's ""De Plantis Epitome utilissima..."" from Verona, 1586, but so much altered and extended as practically to constitute a new work. Illustrated with about 1200 annotated woodcuts in the text by Gesner/ Camerarius (Iochino Camerario) originally used by Mattioli. Gesner had been preparing material for a massive historia plantarum but died before finishing the task. Camerarius acquired the material, utilized the woodcuts and supplemented them with his own designs. The woodcuts are remarkable in their scientific detail especially in the enlarged depictions of floral structure, seeds, and fruit. First appearing in 1586, these woodcuts became a convention in scientific botanical illustration. Zwinger was professor of physics and botany at Basel.",1651-1700,http://vialibri.net/552display/year_1696_07.html; http://www.britannica.com/eb/article-9054927/nasturtium (Aug. 2007),,Acquired in 1987.,,Flora and fauna,,,,Nasturtiums,Natural history--Central America,Natural history--South America,Botany--Central America,Botany--South America,,,
88-43,88-43-24,J696 Z98t / 2-SIZE,Passions-blum. Granadilla.,,,,,,,,,,Basel,Jacob Bertsche,1696,,"Flower of the passion fruit with leaf, vine, and bud.","Zwinger, Theodor, 1658-1724","Theatrum botanicum, das ist: Neu vollkommenes Kräuter-Buch, worinnen allerhand Erdgewächse der Bäumen, Stauden und Kraütern, welche in allen vier Theilen der Welt, sonderlich aber in Europa herfür kommen ...",Basel,gedruckt und verlegt durch Jacob Bertsche,1696,"Passion fruit or Passiflora edulis is indigenous to South America. Authorship according to British Museum (Natural History): This is based on Verzascha's edition of Pier Andrea Mattioli's ""De Plantis Epitome utilissima..."" from Verona, 1586, but so much altered and extended as practically to constitute a new work. Illustrated with about 1200 annotated woodcuts in the text by Gesner/ Camerarius (Iochino Camerario) originally used by Mattioli. Gesner had been preparing material for a massive historia plantarum but died before finishing the task. Camerarius acquired the material, utilized the woodcuts and supplemented them with his own designs. The woodcuts are remarkable in their scientific detail especially in the enlarged depictions of floral structure, seeds, and fruit. First appearing in 1586, these woodcuts became a convention in scientific botanical illustration. Zwinger was professor of physics and botany at Basel.",1651-1700,http://vialibri.net/552display/year_1696_07.html; http://www.phytochemicals.info/plants/passion-fruit.php (Aug. 2007),,Acquired in 1987.,,Flora and fauna,,,,Passion fruit,Natural history--South America,Botany--South America,,,,,
1523,01523-10,E698 F927rl,[Patagonians],,,,,,,,,,Paris,Michel Brunet,1698,French,"A native American man and woman huddle in the cold. The man wears a fur cloak. In the background a native American woman warms herself at a fire within a semi-circular enclosure. Includes boats, dog, and penguin.","Froger, François, b. 1676",Relation d'un voyage fait en 1695. 1696. & 1697 ...,Paris,"dans l'Isle du Palais, sur le Quay de l'Horloge, à la Sphere Royale et chez Michel Brunet, dans la grande salle du Palais, au Mercure galant",1698,"The expedition first came into contact with the native American Patagonians in February of 1696 near Port Famine. Now called Puerto del Hambre, this was one of the settlements along the Strait of Magellan established by the Spanish. In spite of many reports of giants living in the area, Froger found nothing unusual about these people.Admiral de Gennes had two purposes in this voyage supported by Louis XIV -- to create trouble for Spain and to take booty. Six ships sailed ostensibly to establish a colony at the Strait of Magellan. They stopped on the African coast where they raided a fort, taking slaves and goods that were then sold by one of the ships in the Antilles. The other ships continued on to Rio de Janeiro and down the South American coast to the Strait of Magellan, but they had to turn back due to a shortage of food. They returned to La Rochelle in April 1697. Cf. 09519-4 & 03701-4.",1651-1700,,,Acquired in 1847.,,"Artifacts, industry, and human activities",Indigenous peoples,,,Indians of South America--Patagonia (Argentina and Chile),Patagonians,,,,,,
3701,03701-4,E698 F927r2,[Patagonians],,,,,,,,,,London,M. Gillyflower ... W. Freeman ... M. Wotton ...,1698,English,"A native American man and woman huddle in the cold. The man wears a fur cloak. In the background a native American woman warms herself at a fire within a semi-circular enclosure. Includes boats, dog, and penguins.","Froger, François, b. 1676","[Relation d'un voyage fait en 1695, 1696, & 1697. English] A relation of a voyage made in the years 1695, 1696, 1697. on the coasts of Africa, streights of Magellan, Brasil, Cayenna, and the Antilles, by a squadron of French men of war, under the command of M. de Gennes.",London,"Printed for M. Gillyflower in Westminster Hall; W. Freeman, M. Wotton in Fleet-Street; J. Walthoe in the Temple; and R. Parker in Cornhill.",1698,"For a later elaboration of this image, cf. 09519-4.The expedition first came into contact with the native American Patagonians in February of 1696 near Port Famine. Now called Puerto del Hambre, this was one of the settlements along the Strait of Magellan established by the Spanish. In spite of many reports of giants living in the area, Froger found nothing unusual about these people.Admiral de Gennes had two purposes in this voyage supported by Louis XIV -- to create trouble for Spain and to take booty. Six ships sailed ostensibly to establish a colony at the Strait of Magellan. They stopped on the African coast where they raided a fort, taking slaves and goods that were then sold by one of the ships in the Antilles. The other ships continued on to Rio de Janeiro and down the South American coast to the Strait of Magellan, but they had to turn back due to a shortage of food. They returned to La Rochelle in April 1697.",1651-1700,,,,,Indigenous peoples,,,,Indians of South America,Patagonians,Fuegians,,,,,
1943,01943-3,D699 W128n,"The Indians in their Robes in Councel, and Smoaking tobacco after their way.",,,,,,,,,,London,James Knapton,1699,English,"Native Americans in council smoking tobacco. A boy blows smoke into the face of each man. Includes interior of council house, bows, quivers or arrows, nose rings or facial ornaments, necklaces, feathered headdresses, and hammocks.","Wafer, Lionel, 1660?-1705?",A new voyage and description of the isthmus of America ...,London,"Printed for James Knapton, at the Crown in St. Paul's Church-Yard",1699,"Text describes how native Panamanians smoked by having a boy light a cigar-like roll of tobacco and blow smoke from the lit end through the hollow tube formed by the tobacco into the faces of members of the council. Wafer joined Bartholomew Sharp and William Dampier on an expedition aimed at raiding Spanish settlements in Central and South America from 1679 to 1681. After a near fatal accident on the isthmus of Panama, he was nursed back to health by the Cuna Indians of the region. He was engaged by the Darien Company in 1698 as a consultant.",1651-1700,,,Acquired in 1854.,,"Artifacts, industry, and human activities",Indigenous peoples,,,Indians of Central America--Rites and ceremonies,Indians of Central America--Panama,,,,,,
1943,01943-4,D699 W128n,"The Indians marching upon a Visit, or to Feast.",I. Savage,,sculp.,,,,,,,London,James Knapton,1699,English,"The native American, Lacenta, with his wife, children, and attendants. Includes dwelling, feathered headdresses, bows, arrows, baskets, nose ring or facial ornaments, knife, and necklaces.","Wafer, Lionel, 1660?-1705?",A new voyage and description of the isthmus of America ...,London,"Printed for James Knapton, at the Crown in St. Paul's Church-Yard",1699,"Text describes Lacenta as being the chief or cacique of the Cuna on the north side of the isthmus and Wafer's friend and protector. Wafer joined Bartholomew Sharp and William Dampier on an expedition aimed at raiding Spanish settlements in Central and South America from 1679 to 1681. After a near fatal accident on the isthmus of Panama, he was nursed back to health by the Cuna Indians of the region. He was engaged by the Darien Company in 1698 as a consultant. The engraver may be John Savage (fl. 1683-1700).",1651-1700,,,Acquired in 1854.,,"Artifacts, industry, and human activities",Indigenous peoples,,,Indians of Central America--Panama,,,,,,,
1943,01943-1,D699 W128n,"A Map of the Isthmus of Darien, & Bay of Panama",,,,,,,,,,London,James Knapton,1699,English,"Map of Panama with two inset maps of the northern coast of Panama and the southern coast of Panama. Cartographic elements includes scale, soundings, sea banks or shoals, compass rose, some topographical details, and the path to the Pacific from the Atlantic.","Wafer, Lionel, 1660?-1705?",A new voyage and description of the isthmus of America ...,London,"Printed for James Knapton, at the Crown in St. Paul's Church-Yard",1699,"Wafer joined Bartholomew Sharp and William Dampier on an expedition aimed at raiding Spanish settlements in Central and South America from 1679 to 1681. After a near fatal accident on the isthmus of Panama, he was nursed back to health by the Cuna Indians of the region. He was engaged by the Darien Company in 1698 as a consultant.",1651-1700,http://www.bostonmassacre.net/gravure.htm (Sept. 2004),,Acquired in 1854.,,"Geography, maps, city views and plans",,,,Panama--Maps,Indians of Central America--Panama,,,,,,
1943,01943-2,D699 W128n,The Indians maner of Bloodletting.,I. Savage,,sculp.,,,,,,,London,James Knapton,1699,English,"A native American man or shaman shoots a small bow with arrows all over the body of a woman seated by a stream. Includes nose rings or facial ornaments, necklaces, and dwelling.","Wafer, Lionel, 1660?-1705?",A new voyage and description of the isthmus of America ...,London,"Printed for James Knapton, at the Crown in St. Paul's Church-Yard",1699,"Text describes how native Americans cured illness by bloodletting. The woman is the wife of Lacenta, chief or cacique of the Cuna on the north side of the isthmus. Wafer joined Bartholomew Sharp and William Dampier on an expedition aimed at raiding Spanish settlements in Central and South America from 1679 to 1681. After an accident on the isthmus of Panama, he was nursed back to health by the Cuna Indians of the region. He was engaged by the Darien Company in 1698 as a consultant. The engraver may be John Savage (fl. 1683-1700).",1651-1700,,,Acquired in 1854.,,Indigenous peoples,,,,Panama--Description and travel,Indians of Central America--Panama,,,,,,
