Accession_number,Record_number,JCB_call_number,Image_title,Creator1,Creator1_dates,Creator1_role,Creator2,Creator2_dates,Creator2_role,Creator3,Creator3_dates,Creator3_role,Place_image_published,Image_publisher,Image_date,Languages,Description,Source_creator,Source_Title,Source_place_of_publication,Source_publisher,Source_date,notes,Time_Period,References,References_exhibitions,Provenance_Donor,Commentary,SubjectArea1,SubjectArea2,SubjectArea3,SubjectArea4,SubjectHeadings1,SubjectHeadings2,SubjectHeadings3,SubjectHeadings4,SubjectHeadings5,SubjectHeadings6,SubjectHeadings7,SubjectHeadings8
69-643,69-643-30,BA683 M763b,B. T. in oratione clarificatus est.,,,,,,,,,,Rome,Tinassi,1683,Latin,Toribio Alfonso Mogrovejo kneels and speaks eloquently.,"Montalvo, Francisco Antonio de, 17th cent.",Breve teatro de las acciones mas notables de la vida del bienaventurado Toriibio arçobispo de Lima ...,Rome,Por el Tinasi Ympr. Cam. impresor cameral,1683,"Appointed archbishop of Lima in 1580, Toribio Alfonso Mogrovejo traveled Peru on foot baptizing and confirming the natives, among them Rosa of Lima, Francisco Solano [Solanus], and Martin Porrés. He was canonized in 1726. Mogrovejo left for Peru in September 1580. When he arrived in Lima, he found the church in a spiritual decline and instituted many reforms. This book shows scenes from his life.",1651-1700,,,Acquired in 1969.,,"Artifacts, industry, and human activities",,,,"Mogrovejo, Toribio Alfonso de, Saint, 1538-1606",,,,,,,
69-643,69-643-31,BA683 M763b,B. T. misteria fidei pueris docet.,,,,,,,,,,Rome,Tinassi,1683,Latin,"Toribio Alfonso Mogrovejo ministers to children. Includes crozier, biretta, and kneeling children.","Montalvo, Francisco Antonio de, 17th cent.",Breve teatro de las acciones mas notables de la vida del bienaventurado Toriibio arçobispo de Lima ...,Rome,Por el Tinasi Ympr. Cam. impresor cameral,1683,"Appointed archbishop of Lima in 1580, Toribio Alfonso Mogrovejo traveled Peru on foot baptizing and confirming the natives, among them Rosa of Lima, Francisco Solano [Solanus], and Martin Porrés. He was canonized in 1726. Mogrovejo left for Peru in September 1580. When he arrived in Lima, he found the church in a spiritual decline and instituted many reforms. This book shows scenes from his life.",1651-1700,,,Acquired in 1969.,,"Artifacts, industry, and human activities",,,,"Mogrovejo, Toribio Alfonso de, Saint, 1538-1606",Catholic Church--Missions,,,,,,
69-643,69-643-32,BA683 M763b,B. T. pro necessitate Indorum aquam e petra educi,,,,,,,,,,Rome,Tinassi,1683,Latin,"Toribio Alfonso Mogrovejo quenches the thirst of native Americans by touching a rock and making water come out. Includes kneeling Indian, cross, and galero.","Montalvo, Francisco Antonio de, 17th cent.",Breve teatro de las acciones mas notables de la vida del bienaventurado Toriibio arçobispo de Lima ...,Rome,Por el Tinasi Ympr. Cam. impresor cameral,1683,"Appointed archbishop of Lima in 1580, Toribio Alfonso Mogrovejo traveled Peru on foot baptizing and confirming the natives, among them Rosa of Lima, Francisco Solano [Solanus], and Martin Porrés. He was canonized in 1726. Mogrovejo left for Peru in September 1580. When he arrived in Lima, he found the church in a spiritual decline and instituted many reforms. This book shows scenes from his life.",1651-1700,,,Acquired in 1969.,,"Artifacts, industry, and human activities",Indigenous peoples,,,"Mogrovejo, Toribio Alfonso de, Saint, 1538-1606--Miracles",Indians of South America--Peru,,,,,,
69-643,69-643-33,BA683 M763b,B. T. In silvas secedens ibi se flagellat.,,,,,,,,,,Rome,Tinassi,1683,Latin,Toribio Alfonso Mogrovejo retires to the woods or forest and scourges himself. Includes flail.,"Montalvo, Francisco Antonio de, 17th cent.",Breve teatro de las acciones mas notables de la vida del bienaventurado Toriibio arçobispo de Lima ...,Rome,Por el Tinasi Ympr. Cam. impresor cameral,1683,"Appointed archbishop of Lima in 1580, Toribio Alfonso Mogrovejo traveled Peru on foot baptizing and confirming the natives, among them Rosa of Lima, Francisco Solano [Solanus], and Martin Porrés. He was canonized in 1726. Mogrovejo left for Peru in September 1580. When he arrived in Lima, he found the church in a spiritual decline and instituted many reforms. This book shows scenes from his life.",1651-1700,,,Acquired in 1969.,,"Artifacts, industry, and human activities",,,,"Mogrovejo, Toribio Alfonso de, Saint, 1538-1606",Flagellation,,,,,,
11245,11245-1,BA683 M763v,Vida Exemplae Muerte preciosa del Venerable Hermano Pedro de S. Joseph Betancur Fundador de la Compa[ñ]a Bethleemitica [sic] en las Indais Occidentales.,Carlo Ascenti,,Inven.,B. Thiboust,,sculp.,,,,Rome,Nicolas Angel Tinassi,1683,Spanish,"Saint Rodrigo with a knife through his head and a Spanish king, on either side of a monument, look up at the Holy Family encircled by angels. On the monument is the portrait of a woman. Seated at the foot of the monument is a native American with feathered headdress and a bow and arrow. Also includes crown, orb, sword, chain of the Order of the Golden Fleece, pile of coins, palm branch, and trumpet.","Montalvo, Francisco Antonio de, 17th cent.",Vida admirable y muerte preciosa del venerable hermano Pedro de S. Joseph Betancur fundador de la Compañia Bethlemitica en las Yndias Occidentales,Rome,Por Nicolas Angel Tinassi Ympresor Camer.,1683,"Pedro de San José de Betancourt founded the hospitaler Bethlehemites or Belemites and worked for the poor in Guatemala. He became the first Guatemalan saint in 2002. The woman in the center of the monument is the Queen Regent of Spain, Maria Ana de Austria, who ruled as the monarch for her son, Charles II, after her husband, Philip IV died. Her son, the last of the Hapsburg family and mentally handicapped, was was only 4 years old when his father died; the crown at the foot of his mother's portrait represents his monarchy. In 1672 Betancourt's successor, Brother Roderick of the Cross, obtained the confirmation of a hospital in Lima from the king of Spain and also the confirmation of the Bethlehemites from Pope Clement X. Saint Roderick, Brother Roderick's patron saint, was martyred by the Moors in ninth-century Spain. The scene of the nativity at the top of the image represents the symbol of the Bethlehemites; it is included in any images or buildings related to the order. Betancourt is credited with introducing the custom of the ""posada"" in Guatemala (also practiced in Mexico). On Christmas Eve, groups recreate the procession of Mary and Joseph, looking for shelter and hospitality among neighbors and friends.",1651-1700,http://www.revuemag.com/article-print-82.html (Jan. 2006),,,"Information on the iconography of this image was provided by Coralia Anchisi de Rodriguez of the Popul Vuh Museum at the Universidad Francisco Marroquín. She identified Queen Maria Ana de Austria, Charles II, and the coat of arms of the Bethlehemite Order.","Artifacts, industry, and human activities",Indigenous peoples,,,"Betancourt, Pedro de, 1619-1667",,,,,,,
11245,11245-2,BA683 M763v,"Verdadero Retrato del Venerable Hermano Pedro de S. Joseph Betancur, Fundador de la Compañia Bethleemitica en las Indias Occidentales.",Io Bapt Caetanus,,Inv.,B. Thiboust,,sculp.,,,,Rome,Nicolas Angel Tinassi,1683,Spanish,Barefoot monk kneels before the image the Virgin Mary on an altar or reredos. His cloak has a badge with the Holy Family on it.,"Montalvo, Francisco Antonio de, 17th cent.",Vida admirable y muerte preciosa del venerable hermano Pedro de S. Joseph Betancur fundador de la Compañia Bethlemitica en las Yndias Occidentales,Rome,Por Nicolas Angel Tinassi Ympresor Camer.,1683,"Pedro de San José de Betancourt founded the hospitaler Bethlehemites or Belemites and worked for the poor in Guatemala; he was devoted to the Virgin Mary. He became the first Guatemalan saint in 2002. This engraving represents an apparition of the Virgin to Pedro de Betancourt in the chapel of ""El Calvario"" in Antigua, Guatemala. The Virgin is accompanied by Saint Joseph and Saint Francis of Assisi. Most of the representations of this apparition were confiscated by the Bishop Andres de la Navas because Betancourt is shown wearing the clothes of the order of the Bethlehemites and not those of the Franciscans to which he belonged. The scene of the nativity on Betancourt's cloak is the symbol of the Bethlehemites; it is included in any images or buildings related to the order. Betancourt is credited with introducing the custom of the ""posada"" in Guatemala (also practiced in Mexico). On Christmas Eve, groups recreate the procession of Mary and Joseph, looking for shelter and hospitality among neighbors and friends.",1651-1700,http://www.revuemag.com/article-print-82.html (Jan. 2006),,,"Information on the iconography of this image was provided by Coralia Anchisi de Rodriguez of the Popol Vuh Museum at the Universidad Francisco Marroquín. She provided the information about the chapel, identification of the saints in the painting being venerated by Betancourt, as well as details about the suppression of images of Betancourt as a Bethlehemite.","Artifacts, industry, and human activities",,,,"Mary, Blessed Virgin, Saint--Devotion to--Guatemala","Bethencourt, Pedro de San José, 1626?-1667",,,,,,
1916,01916-3,F684 E96bl,The Spanish Armada destroyed by Captaine Morgan,,,,,,,,,,London,William Crooke,1684,English,"Scene of naval warfare. Built environment includes ships, boats, dwellings, church, and fortifications. In the foreground men in a boat pull others from the sea.","Exquemelin, A. O. (Alexandre Olivier)","[Americannse zeerovers. English] Bucaniers of America: or, A true account of the most remarkable assaults committed of late years upon the coasts of the West-Indies",London,"Printed for William Crooke, at the Green Dragon without Temple-bar",1684,"On May 1, 1669, Captain Henry Morgan sailed a ship purposely set alight into the flagship of the Spanish admiral in the harbor of the town of Maracaibo in present-day Venezuela causing it to sink. Another ship was scuttled by the Spaniards to keep it from being taken by Morgan's men. A third Spanish ship was captured by the pirates. The Spanish fleet was commanded by Admiral Alonso del Campo y Espinosa. Part I of the Bucaniers of America was written by Alexandre Olivier Exquemelin.",1651-1700,,,Acquired before 1854.,,"Artifacts, industry, and human activities","Geography, maps, city views and plans",,,Buccaneers,Pirates,Venezuela--Description and travel,,,,,
1916,01916-4,F684 E96bl,The Battel Between the Spaniards and the pyrats or Buccaniers before the citty of Panama.,,,,,,,,,,London,William Crooke,1684,English,"Attack on a city in Panama. At top the town is engulfed in flames. At bottom is a scene of warfare. Built environment includes dwellings, church, fortifications, and ships. Military aspects include guns or muskets, lances or spears, horses, and swords.","Exquemelin, A. O. (Alexandre Olivier)","[Americannse zeerovers. English] Bucaniers of America: or, A true account of the most remarkable assaults committed of late years upon the coasts of the West-Indies",London,"Printed for William Crooke, at the Green Dragon without Temple-bar",1684,"Henry Morgan attacked the town of Panama in January 1671. In a daring attack, he captured the town which burned during the seige. Part I of the Bucaniers of America was written by Alexandre Olivier Exquemelin.",1651-1700,"Kagan, R.L. Urban Images of the Hispanic World, Fig. 4.11, p. 81",,Acquired before 1854.,,"Artifacts, industry, and human activities","Geography, maps, city views and plans",,,Buccaneers,Pirates,"Panama (Panama)--History--Destruction, 1671",,,,,
1915,01915-1,B684 S687h / 1-SIZE [R],[Title page],Theod. Ardeman,,Inv.,I F Leonardo,,sculp.,,,,Madrid,Bernardo de Villa-Diego,1684,Spanish,"Title page showing two allegorical figures representing Spain and New Spain supporting a portrait of Charles II of Spain. Decorative elements include a crown over two hemsipheres, a phoenix and an eagle, feathered headdress.","Solis, Antonio de, 17th cent.",Historia de la conqvista de Mexico,Madrid,"En la Imprenta de Bernardo de Villa-Diego, Impressor de su Magestad",1684,"Charles II was the last of the Hapsburgs to rule Spain. An example of the degenerative effect of inbreeding of the Hapsburgs, he died without issue and was mentally and physically handicapped.",1651-1700,,"Delgado-Gomez, A. Spanish Historical Writing about the New World, Fig. 9",Acquired in 1854.,Susan_Danforth@brown.edu,"Artifacts, industry, and human activities",Portraits,,,"Mexico--History--Conquest, 1519-1540",Emblems--America,,,,,,
800,0800-1,BA684 L732c / 1-SIZE,Beatus Turribius Archiepiscopus Limanus,B. Thiboust,,sculp.,,,,,,,Rome,Giuseppe Vannacci,1684,Latin,"Portrait of Toribio Alfonso de Mogrovejo supported by angels ascending to heaven. Includes miter, cross, laurel wreath, and cloak.",Lima (Ecclesiastical province),"Concilia Limana, constitvtiones synodales, et alia vtilia monumenta: qvibvs Beatvs Toribivs archiepisc. Limanvs ecclesias Peruani imperij mirificè illustrauit ...",Rome,Ex typographia I. Vannaccij,1684,"Appointed archbishop of Lima in 1580, Toribio Alfonso Mogrovejo traveled Peru on foot baptizing and confirming the natives, among them Rosa of Lima, Francisco Solano [Solanus], and Martin Porrés. He died in 1606 and was canonized in 1726.",1651-1700,,,,,Portraits,,,,"Mogrovejo, Toribio Alfonso de, Saint, 1538-1606",,,,,,,
1917,01917-5,F684 E96bl,The Bay of Panama and Gulf of Ballona,,,,,,,,,,London,William Crooke,1685,English,Map of the bay of Panama and the gulf of Ballona (also known as the gulf of Vallona or Saint Michael).,"Ringrose, Basil, d. 1686",Bucaniers of America. The second volume. Containing the dangerous voyage and bold attempts of Captain Bartholomew Sharp ...,London,"Printed for William Crooke, at the Green Dragon without Temple-bar",1685,"This map was originally made by William Hack, a London map and chart maker, from a collection of Spanish charts captured by the English privateer, Captain Bartholomew Sharpe, when his ship, Trinity, seized the Spanish ship, Rosario, off the coast of Ecuador in 1681. Among the booty seized was a derrotero, or a volume of manuscript charts of the coast with detailed sailing directions, captured as it was about to be thrown overboard. Hack copied this work for the British crown and called it the South Sea Wagoner. Hack never published his atlas (it was thought to be too important to grant access to the information in it), although several manuscript copies were made and sold by Hack.Here a version was published as part of Sharpe's account of his journey.",1651-1700,,,Acquired before 1854.,,"Geography, maps, city views and plans",,,,Panama--Maps,,,,,,,
5724,05724-27,E686 M253d,Montagne de Potosi,,,,,,,,,,Frankfurt,Jean David Zunner,1686,French,"Mine at Potosí. Details include chapel at top, settlement, churches and dwellings at the bottom. Also seen are paths up the mountain and the river running through the town.","Manesson-Mallet, Allain, 1630?-1706?","Description de l'univers, contenant les differents systemes du monde, les cartes generales & particulieres de la geographie ancienne & moderne ... Tome cinquième",Frankfurt,Chez Jean David Zunner,1686,The mines at Potosí were discovered by Diego Hualca in 1544. The silver mines there were among the richest in the world. Cf. 03390-1 and 01631-7.,1651-1700,,,Acquired before 1874.,,"Artifacts, industry, and human activities",,,,Mines and mineral resources--Peru,,,,,,,
5724,05724-22,E686 M253d,Patagons,,,,,,,,,,Frankfurt,Jean David Zunner,1686,French,"Native American man and woman from Patagonia. Includes feathered headdresses and garment, arrow, and bow.","Manesson-Mallet, Allain, 1630?-1706?","Description de l'univers, contenant les differents systemes du monde, les cartes generales & particulieres de la geographie ancienne & moderne ... Tome cinquième",Frankfurt,Chez Jean David Zunner,1686,"As early the 1520s, Antonio Pigafetta had written of giants living in South America. Magellan, with whom Pigafetta sailed, gave the giants the name ""Patagons"" because of their big feet, thus naming the southern tip of South America.",1651-1700,,,Acquired before 1874.,,Indigenous peoples,,,,Indians of South America--Patagonia (Argentina and Chile),,,,,,,
5724,05724-23,E686 M253d,P[eup]les. du Chili,,,,,,,,,,Frankfurt,Jean David Zunner,1686,French,Native American man and woman from Chile. Includes a settlement in the background with dwellings and farming.,"Manesson-Mallet, Allain, 1630?-1706?","Description de l'univers, contenant les differents systemes du monde, les cartes generales & particulieres de la geographie ancienne & moderne ... Tome cinquième",Frankfurt,Chez Jean David Zunner,1686,"Image derived from images of Isla Mocha in Olivier van Noort, Beschrijvinge vande voyagie om den geheelen werelt-kloot, Amsterdam, 1618. Cf. 04820-2 and 04820-4.",1651-1700,,,Acquired before 1874.,,Indigenous peoples,,,,Indians of South America--Chile,,,,,,,
5724,05724-26,E686 M253d,Atabalipa frere de Guascar Inca ou Empereur du Perou,,,,,,,,,,Frankfurt,Jean David Zunner,1686,French,"Portrait of Atahualpa or Atabalipa, a native American ruler, holding a spear. Includes feathered headdress, arrow, eagle, and ornaments [gorget].","Manesson-Mallet, Allain, 1630?-1706?","Description de l'univers, contenant les differents systemes du monde, les cartes generales & particulieres de la geographie ancienne & moderne ... Tome cinquième",Frankfurt,Chez Jean David Zunner,1686,"Atabalipa [Atahualpa] was the last independent Inca ruler in Peru. He was captured by the Spanish and executed in 1533 despite having paid a vast ransom for his life. He took leadership from his half-brother, Inti Cusi Huallpa Huáscar, during a civil war.",1651-1700,,,Acquired before 1874.,,Indigenous peoples,,,,"Peru--History--Conquest, 1522-1548",,,,,,,
5724,05724-28,E686 M253d,P[eup]les. du Perou,,,,,,,,,,Frankfurt,Jean David Zunner,1686,French,Native Americans of Peru. Includes war club and feathered headdress.,"Manesson-Mallet, Allain, 1630?-1706?","Description de l'univers, contenant les differents systemes du monde, les cartes generales & particulieres de la geographie ancienne & moderne ... Tome cinquième",Frankfurt,Chez Jean David Zunner,1686,"Image of the Peruvians derived from Theodor de Bry, America, part 6.",1651-1700,,,Acquired before 1874.,,Indigenous peoples,,,,Indians of South America--Peru,,,,,,,
5724,05724-29,E686 M253d,Royaume des Amazons,,,,,,,,,,Frankfurt,Jean David Zunner,1686,French,"Native American women from the Amazon River flank a map showing the Amazon River and its tributaries. Includes bow, arrow, and spear.","Manesson-Mallet, Allain, 1630?-1706?","Description de l'univers, contenant les differents systemes du monde, les cartes generales & particulieres de la geographie ancienne & moderne ... Tome cinquième",Frankfurt,Chez Jean David Zunner,1686,,1651-1700,,,Acquired before 1874.,,Indigenous peoples,,,,Indians of South America--Brazil,,,,,,,
11834,11834-1,BA687 L525v / 1-SIZE,Verdadero Retrato del V. P. Fr. Sebastian de Aparicio ...,,,,,,,,,,Madrid,,1687,Spanish,"Man in Franciscan garments stands in a mountainous landscape before oxen teams. Includes an overturned ewer or vessel, staff, and ox carts.","Leiba, Diego de","Virtudes, y milagros en vida, y muerte del V.P. fr. Sebastian de Aparicio ... de la provincia del Santo Evangelio de Mexico, en la Nueva España ...",Madrid,,1687,"Born in Spain, Sebastián de Aparicio traveled to Mexico where he made a substantial fortune building roads and the carriages or carts to carry goods on the roads. At age 70, he joined the Franciscan order and was known as the Angel of Mexico. He was beatified in 1787.",1651-1700,,,,,"Artifacts, industry, and human activities",Portraits,,,"Aparicio, Sebastián de, 1502-1600",,,,,,,
70-582,70-582-1,H687 N689f,[Cinchona tree],,,,,,,,,,Ferrara,Bernardini Pomatelli,1687,Latin,"Cinchona [chinchona] tree showing roots, trunk, leaves, and flowers.","Nigrisoli, Francesco Maria, 1648-1727 or 8","Febris china chinae expugnata, seu Illustrium aliquot virorum opuscula, quae veram tradunt methodum, febres china chinae curandid ...",Ferrara,Typis Bernardini Pomatelli,1687,"Cinchona or quinine bark was first documented for its curative effects on malaria in 1638 when the countess of Cinchon, wife of a Peruvian viceroy, was supposed to have been cured of a malarial type fever. Cinchona, one of forty species of trees, was not botanically classified until 1737. Until the seeds were stolen in 1865 and successfully planted in the Dutch East Indies, the tropical forests of northwestern South America were the sole sources of this valuable medicine. Scientific name: Cinchona officinalis.",1651-1700,,,Acquired in 1970.,,Flora and fauna,,,,Cinchona bark--Peru,,,,,,,
3661,03661-1,BA661 E18e / 1-SIZE,[Title page],,,,,,,,,,Antwerp,Juan Bautista Verdussen,1688,Spanish,"A bishop with miter and crosier is flanked by two native Americans who kneel before him. On his left is a woman [Rose of Lima?] with an angel placing a wreath of roses on her head, on the right is a monk [Francis Solano?] holding a crucifix who baptizes various kneeling native Americans by pouring water from a vessel. Another vignette shows a man asleep who holds a rosary in his hand while an angel offers him another rosary. Also includes various coats of arms (including the Spanish royal coat of arms [Spanish Hapsburg coat of arms] and the papal coat of arms), angels, the Holy Spirit or Dove, and architectural features.","Echave y Assu, Francisco de",La estrella de Lima convertida en sol sobre svs tres coronas el B. Toribio Alfonso Mogrobexo ...,Antwerp,Por Juan Baptista Verdussen,1688,"Appointed archbishop of Lima in 1580, Toribio Alfonso Mogrovejo traveled Peru on foot baptizing and confirming the natives, among them Rosa of Lima, Francisco Solano [Solanus], and Martin Porrés. He was canonized in 1726.",1651-1700,,,Acquired before 1870.,,"Artifacts, industry, and human activities",Indigenous peoples,Portraits,,"Mogrovejo, Toribio Alfonso de, Saint, 1538-1606",Indians of South America--Missions,Catholic Church--Missions,,,,,
537,0537-1,B688 F363h /1-SIZE,[Title page],Mulder,,fecit,,,,,,,Seville,Juan Bautista Verdussen,1688,Spanish,"Portrait medallions of native American rulers and battle scenes. Decorative elements include seven medallions of indigenous rulers or caciques (Sacuan, Sugamuxi, Nemeguene, Vbaqui, Saquesazippa, Thysquesuca, and Guatabita), and four battle scenes (the battles of Choconta, las Bueltas, Portachuelo, and Voqueron), and two coats of arms--the Spanish royal coat of arms and [Vincente Gonçaga?] coat of arms.","Fernández de Piedrahita, Lucas, 1624-1688",Historia general de la conqvistas del nvevo reyno de Granada,Antwerp | Seville,Juan Baptista Verdussen Tomás de Haro?,1688,"New Granada was located in northern South America and at various times included present-day Panama, Venezula, Ecuador, and Colombia. Engraver is probably Joseph Mulder (1659/60 - aft. 1718).",1651-1700,,"Delgado-Gomez, A. Spanish Historical Writing about the New World, 35.",Acquired in 1846.,Susan_Danforth@brown.edu,"Artifacts, industry, and human activities",Indigenous peoples,Portraits,,Indians of South America,New Granada,South America--History--to 1806,,,,,
6404,06404-1,BA688 F632e,Suspice coelumet numera stellas.,,,,,,,,,,Mexico,Maria de Benavides,1688,Latin,"Image of Our Lady of Guadalupe with roses, starry cloak, and angel.","Florencia, Francisco de, 1620-1695",La estrella del norte de Mexico,Mexico,"por Doña Maria de Benavides, Viuda de Juan de Ribera en el Empedradillo",1688,"A vision of the Virgin of Guadalupe, with native American features, appeared to Juan Diego, a native American, on a hill named Tepeyac near the site of a temple to the Aztec goddess Tonantzin (Mother of the People) in 1531. Bishop Zumárraga accepted the vision when Juan Diego presented his cloak, or tilma, filled with out-of-season roses to the bishop.",1651-1700,,,Acquired before 1902.,Susan_Danforth@brown.edu,"Artifacts, industry, and human activities",,,,"Guadalupe, Our Lady of",,,,,,,
29976,29976-10,J688 H252t / 2-SIZE,[Indian of Peru],,,,,,,,,,Hamburg,Thomas von Wiering,1688,,Native American man wearing a headdress with feathers and feather leg ornaments stands before a dwelling.,"Happel, Eberhard Werner, 1647-1690","Thesaurus exoticorum. Oder eine mit aussländischen Raritäten und Geschichten wohlversehene Schatz-Kammer fürstellend die asiatische, africanische und americanische Nationes ...",Hamburg,Gedruckt und Verlegt durch Thomas von Wiering Buchdrucker und Formschneider; sind auch zu bekommen in Franckfurth bey Zacharias Herteln,1688,"This image is derived from Arnoldus Montanus, De Nieuwe en onbekende Weereld, Amsterdam, 1671 (cf. 01631-90). A prolific writer (mostly of novels), Happel here describes a variety of exotic peoples at the border of Europe. His principal focus is on Islamic peoples, but he does include indigenous peoples of the Americas.",1651-1700,,,Acquired in 1947.,,Indigenous peoples,,,,Indians of South America--Clothing--Peru,,,,,,,
29976,29976-11,J688 H252t / 2-SIZE,Athabaliba ultimus Rex Peruanorum,,,,,,,,,,Hamburg,Thomas von Wiering,1688,Latin,"Portrait of Atahualpa or Atabalipa, the last Inca ruler. Includes feathered headdress, arrow, eagle, and ornaments [gorget].","Happel, Eberhard Werner, 1647-1690","Thesaurus exoticorum. Oder eine mit aussländischen Raritäten und Geschichten wohlversehene Schatz-Kammer fürstellend die asiatische, africanische und americanische Nationes ...",Hamburg,Gedruckt und Verlegt durch Thomas von Wiering Buchdrucker und Formschneider; sind auch zu bekommen in Franckfurth bey Zacharias Herteln,1688,"A prolific writer (mostly of novels), Happel here describes a variety of exotic peoples at the border of Europe. His principal focus is on Islamic peoples, but he does include indigenous peoples of the Americas.",1651-1700,,,Acquired in 1947.,,Indigenous peoples,Portraits,,,"Atahualpa, d. 1533","Peru--History--Conquest, 1522-1548",Indians of South America--Peru,Incas--Kings and rulers,,,,
29976,29976-12,J688 H252t / 2-SIZE,[Indians of Chile],,,,,,,,,,Hamburg,Thomas von Wiering,1688,,Native American man and woman. Includes war club and dwellings.,"Happel, Eberhard Werner, 1647-1690","Thesaurus exoticorum. Oder eine mit aussländischen Raritäten und Geschichten wohlversehene Schatz-Kammer fürstellend die asiatische, africanische und americanische Nationes ...",Hamburg,Gedruckt und Verlegt durch Thomas von Wiering Buchdrucker und Formschneider; sind auch zu bekommen in Franckfurth bey Zacharias Herteln,1688,"This image is derived from Arnoldus Montanus, De Nieuwe en onbekende Weereld, Amsterdam, 1671 (cf. 01631-96). A prolific writer (mostly of novels), Happel here describes a variety of exotic peoples at the border of Europe. His principal focus is on Islamic peoples, but he does include indigenous peoples of the Americas.",1651-1700,,,Acquired in 1947.,,Indigenous peoples,,,,Indians of South America--Clothing--Chile,,,,,,,
29976,29976-14,J688 H252t /2-SIZE,[Indian of Paraguay],,,,,,,,,,Hamburg,Thomas von Wiering,1688,,Native American man holding a bow and arrow. Includes skin garment and quiver of arrows.,"Happel, Eberhard Werner, 1647-1690","Thesaurus exoticorum. Oder eine mit aussländischen Raritäten und Geschichten wohlversehene Schatz-Kammer fürstellend die asiatische, africanische und americanische Nationes ...",Hamburg,Gedruckt und Verlegt durch Thomas von Wiering Buchdrucker und Formschneider; sind auch zu bekommen in Franckfurth bey Zacharias Herteln,1688,"A prolific writer (mostly of novels), Happel here describes a variety of exotic peoples at the border of Europe. His principal focus is on Islamic peoples, but he does include indigenous peoples of the Americas.",1651-1700,,,Acquired in 1947.,,Indigenous peoples,,,,Indians of South America--Clothing--Paraguay,,,,,,,
29976,29976-7,J688 H252t / 2-SIZE,[Indian of Mexico],,,,,,,,,,Hamburg,Thomas von Wiering,1688,,Native American man with feathered headdress and ornaments. Includes bow and arrow.,"Happel, Eberhard Werner, 1647-1690","Thesaurus exoticorum. Oder eine mit aussländischen Raritäten und Geschichten wohlversehene Schatz-Kammer fürstellend die asiatische, africanische und americanische Nationes ...",Hamburg,Gedruckt und Verlegt durch Thomas von Wiering Buchdrucker und Formschneider; sind auch zu bekommen in Franckfurth bey Zacharias Herteln,1688,"A prolific writer (mostly of novels), Happel here describes a variety of exotic peoples at the border of Europe. His principal focus is on Islamic peoples, but he does include indigenous peoples of the Americas.",1651-1700,,,Acquired in 1947.,,Indigenous peoples,,,,Indians of Mexico--Clothing,,,,,,,
29976,29976-9,J688 H252t / 2-SIZE,"[Huitzilopochtli, Aztec idol or god]",,,,,,,,,,Hamburg,Thomas von Wiering,1688,,"Huitzilopochtli, an idol or god shown as a devil with wings, a face on his stomach, and cloven hooves, stands on an altar decorated with military matériel such as spears, shields, and feathered headdresses. In one hand he holds a pole, in the other a shield with five feathers on it.","Happel, Eberhard Werner, 1647-1690","Thesaurus exoticorum. Oder eine mit aussländischen Raritäten und Geschichten wohlversehene Schatz-Kammer fürstellend die asiatische, africanische und americanische Nationes ...",Hamburg,Gedruckt und Verlegt durch Thomas von Wiering Buchdrucker und Formschneider; sind auch zu bekommen in Franckfurth bey Zacharias Herteln,1688,"Huitzilopochtli or Huitziláihuitl, an Aztec god symbolized by the hummingbird, was the god of the sun and war. Text describes the statue as being seated on a litter painted blue with serpents' heads at the end of the poles. The statue held a serpent in one hand and a shield with five feathers on it in the other. Its head was crowned with feathers. This image is derived from Arnoldus Montanus, De Nieuwe en onbekende Weereld, Amsterdam, 1671 (cf. 01631-16). A prolific writer (mostly of novels), Happel here describes a variety of exotic peoples at the border of Europe. His principal focus is on Islamic peoples, but he does include indigenous peoples of the Americas.",1651-1700,,,Acquired in 1947.,,Indigenous peoples,,,,Aztec gods--Mexico,Aztec mythology,Aztecs--Religion,,,,,
3661,03661-2,BA661 E18e /1-SIZE,Beatus Turribius Archiepiscopus Limanus.,Joseph Mulder,1659-1710,fecit,,,,,,,Antwerp,Juan Bautista Verdussen,1688,Latin,"Portrait of Toribio Alfonso Mogrovejo, an archbishop who confirms a child [?], Rosa of Lima [?], kneeling before him. Includes other acolytes, altar boy, and worshipers, as well as miter, processional cross, and bishop's staff or crozier.","Echave y Assu, Francisco de",La estrella de Lima convertida en sol sobre svs tres coronas el B. Toribio Alfonso Mogrobexo ...,Antwerp,Por Juan Baptista Verdussen,1688,"Appointed archbishop of Lima in 1580, Toribio Alfonso Mogrovejo traveled Peru on foot baptizing and confirming the natives, among them Rosa of Lima, Francisco Solano [Solanus], and Martin Porrés. He was canonized in 1726.This image is derived Cipriano de Herrera, Mirabilis vita ... Toribii Alfonsi Mogrovesi ..., Rome, 1670.",1651-1700,,,Acquired before 1870.,,Portraits,,,,"Mogrovejo, Toribio Alfonso de, Saint, 1538-1606",Christian saints--Peru,Catholic Church--Missions,,,,,
